top_k,ablation,user_id,query_id,query_mode,query_subtype,hard_case_tag,query,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,wrong_domain_intrusion_rate,stale_memory_intrusion_rate,completed_task_intrusion_rate,far_deadline_before_near_rate,deadline_ranking_accuracy,memory_token_cost
10,wo_tmt,v3u001,v3u001_q004,task,task_due,penalty_completed_task,What open thesis_ablation_report_01 evidence_table work remains unfinished?,v3u001_m0003|v3u001_m0016|v3u001_m0007|v3u001_m0004|v3u001_m0015|v3u001_m0018|v3u001_m0002|v3u001_m0008|v3u001_m0005|v3u001_m0009,v3u001_e001|v3u001_e003|v3u001_e002|v3u001_e001|v3u001_e003|v3u001_e003|v3u001_e001|v3u001_e002|v3u001_e001|v3u001_e002,todo|status_update|todo|dependency|status_update|constraint|todo|todo|constraint|status_update,0.7263|0.645192|0.6331|0.613225|0.613016|0.595606|0.5955|0.5936|0.571047|0.5642,v3u001_m0001|v3u001_m0016,v3u001_e001|v3u001_e003,0.5,0.2960819109658652,0,0,1,0,,0.3,,0,1,0,244
10,wo_decay,v3u001,v3u001_q004,task,task_due,penalty_completed_task,What open thesis_ablation_report_01 evidence_table work remains unfinished?,v3u001_m0001|v3u001_m0003|v3u001_m0015|v3u001_m0033|v3u001_m0032|v3u001_m0002|v3u001_m0018|v3u001_m0034|v3u001_m0035|v3u001_m0009,v3u001_e001|v3u001_e001|v3u001_e003|v3u001_e007|v3u001_e007|v3u001_e001|v3u001_e003|v3u001_e007|v3u001_e007|v3u001_e002,todo|todo|status_update|dependency|fact|todo|constraint|constraint|fact|status_update,0.682783|0.63846|0.638011|0.6158|0.609|0.6027|0.5918|0.5777|0.560467|0.5282,v3u001_m0001|v3u001_m0016,v3u001_e001|v3u001_e003,0.5,0.7039180890341347,1,1,0,0,,0.1,,0,0,1,220
10,wo_compatibility,v3u001,v3u001_q004,task,task_due,penalty_completed_task,What open thesis_ablation_report_01 evidence_table work remains unfinished?,v3u001_m0016|v3u001_m0018|v3u001_m0004|v3u001_m0001|v3u001_m0015|v3u001_m0006|v3u001_m0005|v3u001_m0017|v3u001_m0003|v3u001_m0009,v3u001_e003|v3u001_e003|v3u001_e001|v3u001_e001|v3u001_e003|v3u001_e001|v3u001_e001|v3u001_e003|v3u001_e001|v3u001_e002,status_update|constraint|dependency|todo|status_update|fact|constraint|fact|todo|status_update,0.528192|0.514606|0.514225|0.502783|0.496016|0.49363|0.490047|0.461876|0.45846|0.4472,v3u001_m0001|v3u001_m0016,v3u001_e001|v3u001_e003,1,0.7724397457735779,1,1,1,0,,0.1,,0,0,1,240
10,wo_domain,v3u001,v3u001_q004,task,task_due,penalty_completed_task,What open thesis_ablation_report_01 evidence_table work remains unfinished?,v3u001_m0009|v3u001_m0016|v3u001_m0010|v3u001_m0004|v3u001_m0015|v3u001_m0002|v3u001_m0018|v3u001_m0011|v3u001_m0005|v3u001_m0028,v3u001_e002|v3u001_e003|v3u001_e002|v3u001_e001|v3u001_e003|v3u001_e001|v3u001_e003|v3u001_e002|v3u001_e001|v3u001_e006,status_update|status_update|constraint|dependency|status_update|todo|constraint|fact|constraint|status_update,0.5642|0.545192|0.5233|0.513225|0.513016|0.5027|0.495606|0.485667|0.471047|0.460356,v3u001_m0001|v3u001_m0016,v3u001_e001|v3u001_e003,0.5,0.2960819109658652,0,0,1,0,,0.3,,0,0,0,251
10,wo_penalty,v3u001,v3u001_q004,task,task_due,penalty_completed_task,What open thesis_ablation_report_01 evidence_table work remains unfinished?,v3u001_m0001|v3u001_m0016|v3u001_m0003|v3u001_m0007|v3u001_m0004|v3u001_m0015|v3u001_m0002|v3u001_m0018|v3u001_m0005|v3u001_m0008,v3u001_e001|v3u001_e003|v3u001_e001|v3u001_e002|v3u001_e001|v3u001_e003|v3u001_e001|v3u001_e003|v3u001_e001|v3u001_e002,todo|status_update|todo|todo|dependency|status_update|todo|constraint|constraint|todo,0.682783|0.645192|0.63846|0.63013|0.613225|0.613016|0.6027|0.595606|0.571047|0.5701,v3u001_m0001|v3u001_m0016,v3u001_e001|v3u001_e003,1,1,1,1,1,0,,0.2,,0,0,1,246
5,full_qca,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0019|v3u001_m0020|v3u001_m0038|v3u001_m0043|v3u001_m0048,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010,preference|habit|preference|preference|preference,0.67014|0.660016|0.60957|0.57622|0.536719,v3u001_m0019|v3u001_m0020,v3u001_e004,1,1,1,,1,,0,,0,,,,115
5,wo_tmt,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0019|v3u001_m0020|v3u001_m0038|v3u001_m0043|v3u001_m0048,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010,preference|habit|preference|preference|preference,0.67014|0.660016|0.60957|0.57622|0.536719,v3u001_m0019|v3u001_m0020,v3u001_e004,1,1,1,,1,,0,,0,,,,115
5,wo_decay,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0058,v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e012,preference|preference|preference|preference|preference,0.635257|0.635257|0.635257|0.635257|0.635257,v3u001_m0019|v3u001_m0020,v3u001_e004,0,0,0,,0,,0,,0.4,,,,110
5,wo_compatibility,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0020|v3u001_m0019|v3u001_m0022|v3u001_m0021|v3u001_m0038,v3u001_e004|v3u001_e004|v3u001_e004|v3u001_e004|v3u001_e008,habit|preference|profile|constraint|preference,0.405016|0.37014|0.351645|0.326323|0.30957,v3u001_m0019|v3u001_m0020,v3u001_e004,1,0.9134015924715543,1,,1,,0,,0,,,,108
5,wo_domain,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0019|v3u001_m0020|v3u001_m0038|v3u001_m0043|v3u001_m0048,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010,preference|habit|preference|preference|preference,0.59014|0.580016|0.52957|0.49622|0.456719,v3u001_m0019|v3u001_m0020,v3u001_e004,1,1,1,,1,,0,,0,,,,115
5,wo_penalty,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0019|v3u001_m0020|v3u001_m0038|v3u001_m0043|v3u001_m0048,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010,preference|habit|preference|preference|preference,0.67014|0.660016|0.60957|0.57622|0.536719,v3u001_m0019|v3u001_m0020,v3u001_e004,1,1,1,,1,,0,,0,,,,115
10,full_qca,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0019|v3u001_m0020|v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0058|v3u001_m0063|v3u001_m0068|v3u001_m0073,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e012|v3u001_e013|v3u001_e014|v3u001_e015,preference|habit|preference|preference|preference|preference|preference|preference|preference|preference,0.67014|0.660016|0.60957|0.57622|0.536719|0.51543|0.502271|0.499407|0.499257|0.499257,v3u001_m0019|v3u001_m0020,v3u001_e004,1,1,1,,1,,0,,0.5,,,,225
10,wo_tmt,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0019|v3u001_m0020|v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0058|v3u001_m0063|v3u001_m0068|v3u001_m0073,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e012|v3u001_e013|v3u001_e014|v3u001_e015,preference|habit|preference|preference|preference|preference|preference|preference|preference|preference,0.67014|0.660016|0.60957|0.57622|0.536719|0.51543|0.502271|0.499407|0.499257|0.499257,v3u001_m0019|v3u001_m0020,v3u001_e004,1,1,1,,1,,0,,0.5,,,,225
10,wo_decay,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0058|v3u001_m0063|v3u001_m0068|v3u001_m0073|v3u001_m0024|v3u001_m0019,v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e012|v3u001_e013|v3u001_e014|v3u001_e015|v3u001_e005|v3u001_e004,preference|preference|preference|preference|preference|preference|preference|preference|habit|preference,0.635257|0.635257|0.635257|0.635257|0.635257|0.635257|0.635257|0.635257|0.61065|0.591867,v3u001_m0019|v3u001_m0020,v3u001_e004,0.5,0.20347796014867164,0,,0.5,,0,,0.6,,,,221
10,wo_compatibility,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0020|v3u001_m0019|v3u001_m0022|v3u001_m0021|v3u001_m0038|v3u001_m0016|v3u001_m0009|v3u001_m0010|v3u001_m0006|v3u001_m0043,v3u001_e004|v3u001_e004|v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e003|v3u001_e002|v3u001_e002|v3u001_e001|v3u001_e009,habit|preference|profile|constraint|preference|status_update|status_update|constraint|fact|preference,0.405016|0.37014|0.351645|0.326323|0.30957|0.293073|0.289867|0.2848|0.281781|0.27622,v3u001_m0019|v3u001_m0020,v3u001_e004,1,0.9134015924715543,1,,1,,0,,0,,,,214
10,wo_domain,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0019|v3u001_m0020|v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0058|v3u001_m0063|v3u001_m0068|v3u001_m0073,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e012|v3u001_e013|v3u001_e014|v3u001_e015,preference|habit|preference|preference|preference|preference|preference|preference|preference|preference,0.59014|0.580016|0.52957|0.49622|0.456719|0.43543|0.422271|0.419407|0.419257|0.419257,v3u001_m0019|v3u001_m0020,v3u001_e004,1,1,1,,1,,0,,0.5,,,,225
10,wo_penalty,v3u001,v3u001_q005,chat,chat_preference,decay_current_preference,What is the user's current writing_style_01 preference?,v3u001_m0019|v3u001_m0020|v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0023|v3u001_m0058|v3u001_m0063|v3u001_m0068,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e005|v3u001_e012|v3u001_e013|v3u001_e014,preference|habit|preference|preference|preference|preference|preference|preference|preference|preference,0.67014|0.660016|0.60957|0.57622|0.536719|0.51543|0.513202|0.502271|0.499407|0.499257,v3u001_m0019|v3u001_m0020,v3u001_e004,1,1,1,,1,,0,,0.5,,,,227
5,full_qca,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0020|v3u001_m0019|v3u001_m0038|v3u001_m0043|v3u001_m0048,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010,habit|preference|preference|preference|preference,0.65354|0.647473|0.633855|0.600505|0.561004,v3u001_m0019|v3u001_m0021,v3u001_e004,0.5,0.44412286644879784,0,,0.5,,0,,0,,,,115
5,wo_tmt,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0020|v3u001_m0019|v3u001_m0038|v3u001_m0043|v3u001_m0048,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010,habit|preference|preference|preference|preference,0.65354|0.647473|0.633855|0.600505|0.561004,v3u001_m0019|v3u001_m0021,v3u001_e004,0.5,0.44412286644879784,0,,0.5,,0,,0,,,,115
5,wo_decay,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0058,v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e012,preference|preference|preference|preference|preference,0.659543|0.659543|0.659543|0.659543|0.659543,v3u001_m0019|v3u001_m0021,v3u001_e004,0,0,0,,0,,0,,0.4,,,,110
5,wo_compatibility,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0020|v3u001_m0022|v3u001_m0021|v3u001_m0019|v3u001_m0038,v3u001_e004|v3u001_e004|v3u001_e004|v3u001_e004|v3u001_e008,habit|profile|constraint|preference|preference,0.39854|0.348407|0.347573|0.347473|0.333855,v3u001_m0019|v3u001_m0021,v3u001_e004,1,0.5378003827621997,0,,1,,0,,0,,,,108
5,wo_domain,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0020|v3u001_m0019|v3u001_m0038|v3u001_m0043|v3u001_m0048,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010,habit|preference|preference|preference|preference,0.57354|0.567473|0.553855|0.520505|0.481004,v3u001_m0019|v3u001_m0021,v3u001_e004,0.5,0.44412286644879784,0,,0.5,,0,,0,,,,115
5,wo_penalty,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0020|v3u001_m0019|v3u001_m0038|v3u001_m0043|v3u001_m0048,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010,habit|preference|preference|preference|preference,0.65354|0.647473|0.633855|0.600505|0.561004,v3u001_m0019|v3u001_m0021,v3u001_e004,0.5,0.44412286644879784,0,,0.5,,0,,0,,,,115
10,full_qca,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0020|v3u001_m0019|v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0058|v3u001_m0063|v3u001_m0068|v3u001_m0073,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e012|v3u001_e013|v3u001_e014|v3u001_e015,habit|preference|preference|preference|preference|preference|preference|preference|preference|preference,0.65354|0.647473|0.633855|0.600505|0.561004|0.539715|0.526557|0.523693|0.523543|0.523543,v3u001_m0019|v3u001_m0021,v3u001_e004,0.5,0.44412286644879784,0,,0.5,,0,,0.5,,,,225
10,wo_tmt,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0020|v3u001_m0019|v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0058|v3u001_m0063|v3u001_m0068|v3u001_m0073,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e012|v3u001_e013|v3u001_e014|v3u001_e015,habit|preference|preference|preference|preference|preference|preference|preference|preference|preference,0.65354|0.647473|0.633855|0.600505|0.561004|0.539715|0.526557|0.523693|0.523543|0.523543,v3u001_m0019|v3u001_m0021,v3u001_e004,0.5,0.44412286644879784,0,,0.5,,0,,0.5,,,,225
10,wo_decay,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0058|v3u001_m0063|v3u001_m0068|v3u001_m0073|v3u001_m0024|v3u001_m0023,v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e012|v3u001_e013|v3u001_e014|v3u001_e015|v3u001_e005|v3u001_e005,preference|preference|preference|preference|preference|preference|preference|preference|habit|preference,0.659543|0.659543|0.659543|0.659543|0.659543|0.659543|0.659543|0.659543|0.6319|0.6112,v3u001_m0019|v3u001_m0021,v3u001_e004,0,0,0,,0,,0,,0.7,,,,220
10,wo_compatibility,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0020|v3u001_m0022|v3u001_m0021|v3u001_m0019|v3u001_m0038|v3u001_m0010|v3u001_m0043|v3u001_m0011|v3u001_m0015|v3u001_m0009,v3u001_e004|v3u001_e004|v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e002|v3u001_e009|v3u001_e002|v3u001_e003|v3u001_e002,habit|profile|constraint|preference|preference|constraint|preference|fact|status_update|status_update,0.39854|0.348407|0.347573|0.347473|0.333855|0.3048|0.300505|0.282|0.273886|0.2672,v3u001_m0019|v3u001_m0021,v3u001_e004,1,0.5378003827621997,0,,1,,0,,0,,,,218
10,wo_domain,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0020|v3u001_m0019|v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0058|v3u001_m0063|v3u001_m0068|v3u001_m0073,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e012|v3u001_e013|v3u001_e014|v3u001_e015,habit|preference|preference|preference|preference|preference|preference|preference|preference|preference,0.57354|0.567473|0.553855|0.520505|0.481004|0.459715|0.446557|0.443693|0.443543|0.443543,v3u001_m0019|v3u001_m0021,v3u001_e004,0.5,0.44412286644879784,0,,0.5,,0,,0.5,,,,225
10,wo_penalty,v3u001,v3u001_q006,chat,chat_preference,penalty_old_preference,Use the latest writing_style_01 preference and ignore old narrative preference.,v3u001_m0020|v3u001_m0019|v3u001_m0038|v3u001_m0043|v3u001_m0048|v3u001_m0053|v3u001_m0023|v3u001_m0058|v3u001_m0063|v3u001_m0068,v3u001_e004|v3u001_e004|v3u001_e008|v3u001_e009|v3u001_e010|v3u001_e011|v3u001_e005|v3u001_e012|v3u001_e013|v3u001_e014,habit|preference|preference|preference|preference|preference|preference|preference|preference|preference,0.65354|0.647473|0.633855|0.600505|0.561004|0.539715|0.533202|0.526557|0.523693|0.523543,v3u001_m0019|v3u001_m0021,v3u001_e004,0.5,0.44412286644879784,0,,0.5,,0,,0.5,,,,227
5,full_qca,v3u001,v3u001_q007,task,task_context,decay_current_plan,What is the current plan for thesis_ablation_report_01?,v3u001_m0006|v3u001_m0034|v3u001_m0030|v3u001_m0029|v3u001_m0016,v3u001_e001|v3u001_e007|v3u001_e006|v3u001_e006|v3u001_e003,fact|constraint|constraint|dependency|status_update,0.645428|0.640582|0.631163|0.626794|0.622794,v3u001_m0028|v3u001_m0029,v3u001_e006,0.5,0.20210734650054757,0,,0.5,,,0,0.2,0,,,109
5,wo_tmt,v3u001,v3u001_q007,task,task_context,decay_current_plan,What is the current plan for thesis_ablation_report_01?,v3u001_m0006|v3u001_m0034|v3u001_m0030|v3u001_m0029|v3u001_m0016,v3u001_e001|v3u001_e007|v3u001_e006|v3u001_e006|v3u001_e003,fact|constraint|constraint|dependency|status_update,0.645428|0.640582|0.631163|0.626794|0.622794,v3u001_m0028|v3u001_m0029,v3u001_e006,0.5,0.20210734650054757,0,,0.5,,,0,0.2,0,,,109
5,wo_decay,v3u001,v3u001_q007,task,task_context,decay_current_plan,What is the current plan for thesis_ablation_report_01?,v3u001_m0034|v3u001_m0032|v3u001_m0033|v3u001_m0006|v3u001_m0030,v3u001_e007|v3u001_e007|v3u001_e007|v3u001_e001|v3u001_e006,constraint|fact|dependency|fact|constraint,0.728582|0.657508|0.6416|0.614291|0.605046,v3u001_m0028|v3u001_m0029,v3u001_e006,0,0,0,,0,,,0,0.6,0,,,97
5,wo_compatibility,v3u001,v3u001_q007,task,task_context,decay_current_plan,What is the current plan for thesis_ablation_report_01?,v3u001_m0016|v3u001_m0034|v3u001_m0030|v3u001_m0006|v3u001_m0028,v3u001_e003|v3u001_e007|v3u001_e006|v3u001_e001|v3u001_e006,status_update|constraint|constraint|fact|status_update,0.466794|0.460582|0.451163|0.429428|0.426794,v3u001_m0028|v3u001_m0029,v3u001_e006,0.5,0.272312688806029,0,,0.5,,,0,0.2,0,,,112
5,wo_domain,v3u001,v3u001_q007,task,task_context,decay_current_plan,What is the current plan for thesis_ablation_report_01?,v3u001_m0006|v3u001_m0034|v3u001_m0030|v3u001_m0029|v3u001_m0016,v3u001_e001|v3u001_e007|v3u001_e006|v3u001_e006|v3u001_e003,fact|constraint|constraint|dependency|status_update,0.465428|0.460582|0.451163|0.446794|0.442794,v3u001_m0028|v3u001_m0029,v3u001_e006,0.5,0.20210734650054757,0,,0.5,,,0,0.2,0,,,109
5,wo_penalty,v3u001,v3u001_q007,task,task_context,decay_current_plan,What is the current plan for thesis_ablation_report_01?,v3u001_m0006|v3u001_m0034|v3u001_m0030|v3u001_m0029|v3u001_m0016,v3u001_e001|v3u001_e007|v3u001_e006|v3u001_e006|v3u001_e003,fact|constraint|constraint|dependency|status_update,0.645428|0.640582|0.631163|0.626794|0.622794,v3u001_m0028|v3u001_m0029,v3u001_e006,0.5,0.20210734650054757,0,,0.5,,,0,0.2,0,,,109
10,full_qca,v3u001,v3u001_q007,task,task_context,decay_current_plan,What is the current plan for thesis_ablation_report_01?,v3u001_m0006|v3u001_m0034|v3u001_m0030|v3u001_m0029|v3u001_m0016|v3u001_m0031|v3u001_m0028|v3u001_m0004|v3u001_m0018|v3u001_m0032,v3u001_e001|v3u001_e007|v3u001_e006|v3u001_e006|v3u001_e003|v3u001_e006|v3u001_e006|v3u001_e001|v3u001_e003|v3u001_e007,fact|constraint|constraint|dependency|status_update|fact|status_update|dependency|constraint|fact,0.645428|0.640582|0.631163|0.626794|0.622794|0.619208|0.582794|0.58247|0.569645|0.559508,v3u001_m0028|v3u001_m0029,v3u001_e006,1,0.4367467095119258,0,,1,,,0,0.2,0,,,225
10,wo_tmt,v3u001,v3u001_q007,task,task_context,decay_current_plan,What is the current plan for thesis_ablation_report_01?,v3u001_m0006|v3u001_m0034|v3u001_m0030|v3u001_m0029|v3u001_m0016|v3u001_m0031|v3u001_m0028|v3u001_m0004|v3u001_m0018|v3u001_m0032,v3u001_e001|v3u001_e007|v3u001_e006|v3u001_e006|v3u001_e003|v3u001_e006|v3u001_e006|v3u001_e001|v3u001_e003|v3u001_e007,fact|constraint|constraint|dependency|status_update|fact|status_update|dependency|constraint|fact,0.645428|0.640582|0.631163|0.626794|0.622794|0.619208|0.582794|0.58247|0.569645|0.559508,v3u001_m0028|v3u001_m0029,v3u001_e006,1,0.4367467095119258,0,,1,,,0,0.2,0,,,225
10,wo_decay,v3u001,v3u001_q007,task,task_context,decay_current_plan,What is the current plan for thesis_ablation_report_01?,v3u001_m0034|v3u001_m0032|v3u001_m0033|v3u001_m0006|v3u001_m0030|v3u001_m0029|v3u001_m0031|v3u001_m0016|v3u001_m0035|v3u001_m0018,v3u001_e007|v3u001_e007|v3u001_e007|v3u001_e001|v3u001_e006|v3u001_e006|v3u001_e006|v3u001_e003|v3u001_e007|v3u001_e003,constraint|fact|dependency|fact|constraint|dependency|fact|status_update|fact|constraint,0.728582|0.657508|0.6416|0.614291|0.605046|0.602677|0.591091|0.588657|0.571969|0.568588,v3u001_m0028|v3u001_m0029,v3u001_e006,0.5,0.16716045496620227,0,,0.5,,,0,0.4,0,,,212
10,wo_compatibility,v3u001,v3u001_q007,task,task_context,decay_current_plan,What is the current plan for thesis_ablation_report_01?,v3u001_m0016|v3u001_m0034|v3u001_m0030|v3u001_m0006|v3u001_m0028|v3u001_m0029|v3u001_m0003|v3u001_m0001|v3u001_m0031|v3u001_m0040,v3u001_e003|v3u001_e007|v3u001_e006|v3u001_e001|v3u001_e006|v3u001_e006|v3u001_e001|v3u001_e001|v3u001_e006|v3u001_e008,status_update|constraint|constraint|fact|status_update|dependency|todo|todo|fact|status_update,0.466794|0.460582|0.451163|0.429428|0.426794|0.422794|0.415314|0.406806|0.403208|0.399033,v3u001_m0028|v3u001_m0029,v3u001_e006,1,0.43947314377223123,0,,1,,,0,0.1,0,,,218
